id,title,company,industry,location,salary,job_type,experience,education,posting_date,source,description,requirements,url
10644111,Junior Mine Surveyor (1 pax),Renaissance Minerals (Cambodia) Limited,General Business Services,Mondulkiri,Negotiable,Full Time,Function,• Previous experience in surveying required,Term,CamHR,"To provide survey services to the operation in a safe, accurate and efficient manner in accordance with regulations imposed by the Royal Government of the Kingdom of Cambodia, contractual obligations,",Job Requirements • English speaking and reading ability desirable • Engineering/surveying qualification or equivalent • Previous experience in surveying required • Previous experience working independ,https://www.camhr.com/a/job/10644111?title=Junior%20Mine%20Surveyor%20(1%20pax)
10644413,ផ្នែកជុសជុលរ៉េវើទ័រ,"FINE FLOORING(CAMBODIA)CO.,LTD.",Manufacturing,Preah Sihanouk,Negotiable,Full Time,Function,~,Term,CamHR,តម្រូវការ មានបទពិសោធន៍ ឬរៀនចប់ផ្នែកជំនាញជុសជុល អាចថែមម៉ោងបានត្រឹមម៉ោង៦កន្លះ ស្មោះត្រង់ និងអត់ធ្មត់និងការងារ អត្ថប្រយោជន៍ ប្រាក់ខែចរចារនៅពេលសម្ភាសន៍ ប្រាក់បាយ 19.5/ខែ ប្រាក់ទៀតទាត់ 10/ខែ ប្រាក់រង្វាន់ ,N/A,https://www.camhr.com/a/job/10644413?title=%E1%9E%95%E1%9F%92%E1%9E%93%E1%9F%82%E1%9E%80%E1%9E%87%E1%9E%BB%E1%9E%9F%E1%9E%87%E1%9E%BB%E1%9E%9B%E1%9E%9A%E1%9F%89%E1%9F%81%E1%9E%9C%E1%9E%BE%E1%9E%91%E1%9F%90%E1%9E%9A
10644020,INTERIOR DESIGNER,"T.S.I KHMER CO.,LTD.",Architecture/Building/Construction,Phnom Penh,Negotiable,Full Time,Function,Bachelor Degree,Term,CamHR," Fully responsible for the design concept, 3D design, detail drawings, electric and water outlet and inlet flow as required from customer  Site measurement of the project (kitchen cabinet, wardrobe,","Job Requirements  Bachelor Degree in Design/Architect/Information Technology or related field.  Knowledge in design software, MS Office, Internet and Email.  Knowledge in Interior Design or related",https://www.camhr.com/a/job/10644020?title=INTERIOR%20DESIGNER
10641798,Customer Service Officer (2pax),SKY VILLA SERVICED RESIDENCES,Real Estate,Phnom Penh,Negotiable,Full Time,Chat Now,Bachelor Degree,Term,CamHR,"- Be able to answering the questions about company's products and service. - Must handle complaints, provide appropriate solutions for customer and follow up until the case is closed. - Delivering inf",Job Requirements - English and Chinese speaking are required- Be Able work rotation Morning or afternoon- Relevant Certificate- At least one year of experience is required.- Computer Proficiency MS Wo,https://www.camhr.com/a/job/10641798?title=Customer%20Service%20Officer%20(2pax)
10643464,Assistant Relationship Manager,SMALL AND MEDIUM ENTERPRISE BANK OF CAMBODIA (SME),Banking & Finance,Banteay Meanchey,Negotiable,- Broad understanding how bank operates and customer service manager's workflow,Function,Bachelor Degree,Term,CamHR,"In summary, the Assistant Relationship Manager (ARM) is responsible for achieving loan sales targets by building relationships with loan prospects, handling loan applications, managing loan disburseme","Job Requirements - Hold a bachelor's degree in management, Accounting, - At least 3 years of experiences in banks or MFIs; - Understand the vision, mission, core values, regulations, and other princip",https://www.camhr.com/a/job/10643464?title=Assistant%20Relationship%20Manager
10643463,Senior Relationship Officer,SMALL AND MEDIUM ENTERPRISE BANK OF CAMBODIA (SME),Banking & Finance,Banteay Meanchey,Negotiable,Full Time,Function,Bachelor Degree,Term,CamHR,This role of “Senior Relationship Officer” is responsible for promoting sale and marketing banking products and services to target customers. It is also build good relationships with customers. - Stro,"Job Requirements Knowledge & Experiences - At least Bachelor’s degree in business administration, economic, or finance and banking is desirable; - At least 2 years working experience in financial inst",https://www.camhr.com/a/job/10643463?title=Senior%20Relationship%20Officer
10643420,Intern - Operation,DHL Logistics (Cambodia) Ltd.,Logistics/Freight/Shipping/Delivery/Warehouse,Phnom Penh,Negotiable,Internship,Function,High School,Term,CamHR,"- University Degree or undergraduate - Good English communication - Computer knowledge: MS office, especially Excel - Honest, reliable, positive thinking, and hard-working Interested applicants should",N/A,https://www.camhr.com/a/job/10643420?title=Intern%20-%20Operation
10642580,ផ្នែកលក់ ( Sales Representative ) និង អ្នកបើកឡាន(Delivery),"MEDIBEST CO., LTD.",Medical/Pharmaceutical,Phnom Penh,Negotiable,Full Time,Function,High School,Term,CamHR,- ទីតាំង ភ្នំពេញ និង ខេត្ត - កម្រិតវប្បធម៌បញ្ចប់បាក់ឌុបឡើងទៅ - អាយុក្រោម 30 ឆ្នាំ - ទទួលបានប្រាក់ខែ 300$ - មានមធ្យោបាយធ្វើដំណើរ ផ្ទាល់ខ្លួន (ចុះលក់តាមឱសថស្ថាននានា) - សូម​បំពេញ​ប្រវត្តិរូប​សង្ខេប​ CV ដ,Compensation & Benefits Good Environment Work PlaceHigh Salary13th SalaryOversea Trip,https://www.camhr.com/a/job/10642580?title=%E1%9E%95%E1%9F%92%E1%9E%93%E1%9F%82%E1%9E%80%E1%9E%9B%E1%9E%80%E1%9F%8B%20(%20Sales%20Representative%20)%20%E1%9E%93%E1%9E%B7%E1%9E%84%20%E1%9E%A2%E1%9F%92%E1%9E%93%E1%9E%80%E1%9E%94%E1%9E%BE%E1%9E%80%E1%9E%A1%E1%9E%B6%E1%9E%93(Delivery)
10641484,中文翻译 Chinese Translator $400-$800,"Cambodia Tian Feng Trading Co.,Ltd",Wholesale/Retail,Phnom Penh,Negotiable,Full Time,Function,No limitations,Term,CamHR,- 岗位具体执行事宜：协助领导处理员工关系，维护客户关系 ，完成领导交办的工作 - 语言能力要求（听说读写）：会流利中文，会书写 - 电脑操作要求 一般办公软件 - 国籍/性别：柬埔寨，男 - 年龄要求：20岁-40岁 - 薪资范围（底薪）：400＄-800＄ - 工作时间：早8点-下午6点 - 工作地点：金边 - 月休时间（几天）：2天 - 是否包吃住：没有 - 其他福利:有全勤奖 - Assi,N/A,https://www.camhr.com/a/job/10641484?title=%E4%B8%AD%E6%96%87%E7%BF%BB%E8%AF%91%20Chinese%20Translator%20$400-$800
10642522,中英柬翻译\Chinese-English-Khmer Translation\អ្នកបកប្រែចិន-អង់គ្លេស-ខ្មែរ,Grand Twins International (Cambodia) PLC.,Chat Now,Phnom PenhKhan Por Sen Chey Chaom Chau 2 N/A,Negotiable,Chat Now,Function,High School,Term,CamHR,【柬埔寨金边台资-服装厂】- 中文(高、中级)- 柬文(高、中级)- 男女不限- 柬华籍 、柬籍皆可- 人在金边- 懂电脑操作，办公软件应用工作地点：4号公路-飞机场圆环附近微信：Laixiumei168,N/A,https://www.camhr.com/a/job/10642522?title=%E4%B8%AD%E8%8B%B1%E6%9F%AC%E7%BF%BB%E8%AF%91\Chinese-English-Khmer%20Translation\%E1%9E%A2%E1%9F%92%E1%9E%93%E1%9E%80%E1%9E%94%E1%9E%80%E1%9E%94%E1%9F%92%E1%9E%9A%E1%9F%82%E1%9E%85%E1%9E%B7%E1%9E%93-%E1%9E%A2%E1%9E%84%E1%9F%8B%E1%9E%82%E1%9F%92%E1%9E%9B%E1%9F%81%E1%9E%9F-%E1%9E%81%E1%9F%92%E1%9E%98%E1%9F%82%E1%9E%9A
10642041,Sales Executive/International Sales Executive/ Purchasing Officer(oversea)/ Accountant/Chief Accountant (Tax & Trade Focus),CCC STEEL,General Business Services,Phnom Penh,Negotiable,"• Handle purchase orders, import docs, and shipment tracking",Function,Bachelor Degree,Term,CamHR,"Join one of Cambodia’s leading steel import and trading companies. Location: Wealth Mansion, Chroy Changvar, Phnom Penh Working Hours: Mon–Fri: 8:00 AM – 5:30 PM | Sat: 8:00 AM – 4:00 PM 1. Sales Exec","Job Requirements 4. Accountant • Record daily financial transactions • File monthly VAT, WHT, Minimum Tax • Support reports, cost calculations, and audits • Understand Cambodian tax and use Excel or Q",https://www.camhr.com/a/job/10642041?title=Sales%20Executive/International%20Sales%20Executive/%20Purchasing%20Officer(oversea)/%20Accountant/Chief%20Accountant%20(Tax%20&%20Trade%20Focus)
